site,product_id,label,title,url,img_url,file_path,width,height,phash_hex,created_at
asos,209556315,polka_dot,ASOS DESIGN supersoft knitted mini skirt co-ord in brown polka dot,asos-design/asos-design-supersoft-knitted-mini-skirt-co-ord-in-brown-polka-dot/prd/209556315#colourWayId-209556319,https://images.asos-media.com/products/asos-design-supersoft-knitted-mini-skirt-co-ord-in-brown-polka-dot/209556315-1-brownpolkadot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209556315.jpg,800,1021,e6718e9a996c8966,2025-10-22T13:55:44
asos,209072034,polka_dot,ASOS DESIGN balloon sleeve mini dress with neck scarf in mono polka dot,asos-design/asos-design-balloon-sleeve-mini-dress-with-neck-scarf-in-mono-polka-dot/prd/209072034#colourWayId-209072046,https://images.asos-media.com/products/asos-design-balloon-sleeve-mini-dress-with-neck-scarf-in-mono-polka-dot/209072034-1-blackandwhitespot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209072034.jpg,800,1021,f0b293c58acccd9c,2025-10-22T13:55:45
asos,208919969,polka_dot,Kaiia slinky one shoulder scarf detail top and capri trouser co-ord in mono polka dot,kaiia/kaiia-slinky-one-shoulder-scarf-detail-top-and-capri-trouser-co-ord-in-mono-polka-dot/grp/208919969#colourWayId-208703159,https://images.asos-media.com/products/kaiia-slinky-one-shoulder-scarf-detail-top-and-capri-trouser-co-ord-in-mono-polka-dot/208703156-1-black,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_208919969.jpg,800,1021,b30ecc19c6b199e3,2025-10-22T13:55:46
asos,208898302,polka_dot,ARRANGE draped bardot embellished spot midi dress in black,arrange/arrange-draped-bardot-embellished-spot-midi-dress-in-black/prd/208898302#colourWayId-208898309,https://images.asos-media.com/products/arrange-draped-bardot-embellished-spot-midi-dress-in-black/208898302-1-black,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_208898302.jpg,800,1021,b89e47c046be3e83,2025-10-22T13:55:47
asos,209755945,polka_dot,ASOS DESIGN gathered short sleeve off shoulder mesh top in brown polka dot,asos-design/asos-design-gathered-short-sleeve-off-shoulder-mesh-top-in-brown-polka-dot/prd/209755945#colourWayId-209755953,https://images.asos-media.com/products/asos-design-gathered-short-sleeve-off-shoulder-mesh-top-in-brown-polka-dot/209755945-1-brownpolkadot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209755945.jpg,800,1021,e0c79e93c29b9893,2025-10-22T13:55:48
asos,209556141,polka_dot,ASOS DESIGN supersoft compact knitted cardigan co-ord in brown polka dot,asos-design/asos-design-supersoft-compact-knitted-cardigan-co-ord-in-brown-polka-dot/prd/209556141#colourWayId-209556146,https://images.asos-media.com/products/asos-design-supersoft-compact-knitted-cardigan-co-ord-in-brown-polka-dot/209556141-1-brownpolkadot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209556141.jpg,800,1021,e3b6964e996831b1,2025-10-22T13:55:49
asos,209709992,polka_dot,Motel felicitia high neck top in mono polka dot sequin co-ord,motel/motel-felicitia-high-neck-top-in-mono-polka-dot-sequin-co-ord/prd/209709992#colourWayId-209710006,https://images.asos-media.com/products/motel-felicitia-high-neck-top-in-mono-polka-dot-sequin-co-ord/209709992-1-polkasequin,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209709992.jpg,800,1021,e287b09332698fce,2025-10-22T13:55:50
asos,209210474,polka_dot,ASOS DESIGN satin seam detail maxi dress in polka dot,asos-design/asos-design-satin-seam-detail-maxi-dress-in-polka-dot/prd/209210474#colourWayId-209210479,https://images.asos-media.com/products/asos-design-satin-seam-detail-maxi-dress-in-polka-dot/209210474-1-polkadot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209210474.jpg,800,1021,e69b99ce88649966,2025-10-22T13:55:52
asos,209068041,polka_dot,ASOS DESIGN printed satin draped maxi dress with lace detail in polka dot,asos-design/asos-design-printed-satin-draped-maxi-dress-with-lace-detail-in-polka-dot/prd/209068041#colourWayId-209068045,https://images.asos-media.com/products/asos-design-printed-satin-draped-maxi-dress-with-lace-detail-in-polka-dot/209068041-1-polkadotprint,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209068041.jpg,800,1021,a6199b64cd3398e6,2025-10-22T13:55:53
asos,209605226,polka_dot,ASOS DESIGN floaty mesh flutter sleeve top with tie back detail in black polka dot,asos-design/asos-design-floaty-mesh-flutter-sleeve-top-with-tie-back-detail-in-black-polka-dot/prd/209605226#colourWayId-209605232,https://images.asos-media.com/products/asos-design-floaty-mesh-flutter-sleeve-top-with-tie-back-detail-in-black-polka-dot/209605226-1-polkadot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209605226.jpg,800,1021,e086877619693dd3,2025-10-22T13:55:54
asos,209678405,polka_dot,ASOS DESIGN high neck detail maxi dress with shoulder pads in polka dot,asos-design/asos-design-high-neck-detail-maxi-dress-with-shoulder-pads-in-polka-dot/prd/209678405#colourWayId-209678414,https://images.asos-media.com/products/asos-design-high-neck-detail-maxi-dress-with-shoulder-pads-in-polka-dot/209678405-1-black,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209678405.jpg,800,1021,b34ccc19d9338ce3,2025-10-22T13:55:55
asos,209497309,polka_dot,Reclaimed Vintage satin tea top with flutter sleeves and lace in brown polka dot,reclaimed-vintage/reclaimed-vintage-satin-tea-top-with-flutter-sleeves-and-lace-in-brown-polka-dot/prd/209497309#colourWayId-209497311,https://images.asos-media.com/products/reclaimed-vintage-satin-tea-top-with-flutter-sleeves-and-lace-in-brown-polka-dot/209497309-1-brown,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209497309.jpg,800,1021,e994948d7363d895,2025-10-22T13:55:56
asos,209463375,polka_dot,ASOS DESIGN satin shoulder pad t shirt in cream polka dot,asos-design/asos-design-satin-shoulder-pad-t-shirt-in-cream-polka-dot/prd/209463375#colourWayId-209463379,https://images.asos-media.com/products/asos-design-satin-shoulder-pad-t-shirt-in-cream-polka-dot/209463375-1-creampolkadot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209463375.jpg,800,1021,93cd3867c6d2961c,2025-10-22T13:55:57
asos,209320971,polka_dot,Miss Selfridge satin and lace midi dress in polka dot,miss-selfridge/miss-selfridge-satin-and-lace-midi-dress-in-polka-dot/prd/209320971#colourWayId-209320974,https://images.asos-media.com/products/miss-selfridge-satin-and-lace-midi-dress-in-polka-dot/209320971-1-polkadot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209320971.jpg,800,1021,f63332c7cccc8c1c,2025-10-22T13:55:58
asos,208950335,polka_dot,ASOS DESIGN mesh off the shoulder top with bow tie detail in spot print,asos-design/asos-design-mesh-off-the-shoulder-top-with-bow-tie-detail-in-spot-print/prd/208950335#colourWayId-208950341,https://images.asos-media.com/products/asos-design-mesh-off-the-shoulder-top-with-bow-tie-detail-in-spot-print/208950335-1-spotprint,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_208950335.jpg,800,1021,ad59c27b8736462a,2025-10-22T13:55:59
asos,209721848,polka_dot,COLLUSION long sleeve slash neck top in light blue polka dot,collusion/collusion-long-sleeve-slash-neck-top-in-light-blue-polka-dot/prd/209721848#colourWayId-209721849,https://images.asos-media.com/products/collusion-long-sleeve-slash-neck-top-in-light-blue-polka-dot/209721848-1-lightblue,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209721848.jpg,800,1021,e49672cf9c1998c3,2025-10-22T13:56:00
asos,209552668,polka_dot,ASOS DESIGN polka dot mesh long sleeve asymmetric top with scarf detail in black,asos-design/asos-design-polka-dot-mesh-long-sleeve-asymmetric-top-with-scarf-detail-in-black/prd/209552668#colourWayId-209552669,https://images.asos-media.com/products/asos-design-polka-dot-mesh-long-sleeve-asymmetric-top-with-scarf-detail-in-black/209552668-1-black,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209552668.jpg,800,1021,ee95c91c71b18738,2025-10-22T13:56:01
asos,209454131,polka_dot,Miss Selfridge fitted poplin shirt dress in polka dot,miss-selfridge/miss-selfridge-fitted-poplin-shirt-dress-in-polka-dot/prd/209454131#colourWayId-209454151,https://images.asos-media.com/products/miss-selfridge-fitted-poplin-shirt-dress-in-polka-dot/209454131-1-polkadot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209454131.jpg,800,1021,b038d3c1c79f3c29,2025-10-22T13:56:02
asos,209634655,polka_dot,Miss Selfridge polka dot twist front mini dress,miss-selfridge/miss-selfridge-polka-dot-twist-front-mini-dress/prd/209634655#colourWayId-209634669,https://images.asos-media.com/products/miss-selfridge-polka-dot-twist-front-mini-dress/209634655-1-polkadot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209634655.jpg,800,1021,b0c3993ac327ccc7,2025-10-22T13:56:03
asos,209766674,polka_dot,Wednesday's Girl bow detail polka dot cord blouse in black,wednesdays-girl/wednesdays-girl-bow-detail-polka-dot-cord-blouse-in-black/prd/209766674#colourWayId-209766681,https://images.asos-media.com/products/wednesdays-girl-bow-detail-polka-dot-cord-blouse-in-black/209766674-1-black,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209766674.jpg,800,1021,b6cbc0c30f2e1ed8,2025-10-22T13:56:04
asos,209374682,polka_dot,Wednesday's Girl long sleeve v neck ruffle polka dot mini dress in brown,wednesdays-girl/wednesdays-girl-long-sleeve-v-neck-ruffle-polka-dot-mini-dress-in-brown/prd/209374682#colourWayId-209374683,https://images.asos-media.com/products/wednesdays-girl-long-sleeve-v-neck-ruffle-polka-dot-mini-dress-in-brown/209374682-1-brown,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209374682.jpg,800,1021,b0c3c6e39e3c9899,2025-10-22T13:56:05
asos,209539071,polka_dot,Lace & Beads bow shoulder tiered tulle maxi dress in black polka dot,lace-beads/lace-beads-bow-shoulder-tiered-tulle-maxi-dress-in-black-polka-dot/prd/209539071#colourWayId-209539072,https://images.asos-media.com/products/lace-beads-bow-shoulder-tiered-tulle-maxi-dress-in-black-polka-dot/209539071-1-blackpolkadot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209539071.jpg,800,1021,e79698699c6b8994,2025-10-22T13:56:07
asos,208902746,polka_dot,COLLUSION knitted polka dot slash neck frill top,collusion/collusion-knitted-polka-dot-slash-neck-frill-top/prd/208902746#colourWayId-208902755,https://images.asos-media.com/products/collusion-knitted-polka-dot-slash-neck-frill-top/208902746-1-polkadot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_208902746.jpg,800,1021,ed9c639c193392cc,2025-10-22T13:56:09
asos,209595355,polka_dot,ASOS DESIGN mesh long sleeve top in black and white polka dot,asos-design/asos-design-mesh-long-sleeve-top-in-black-and-white-polka-dot/prd/209595355#colourWayId-209595366,https://images.asos-media.com/products/asos-design-mesh-long-sleeve-top-in-black-and-white-polka-dot/209595355-1-blackandwhite,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209595355.jpg,800,1021,bc48079f6237c933,2025-10-22T13:56:11
asos,209517161,polka_dot,COLLUSION slash neck long sleeve top in pink polka dot,collusion/collusion-slash-neck-long-sleeve-top-in-pink-polka-dot/prd/209517161#colourWayId-209517167,https://images.asos-media.com/products/collusion-slash-neck-long-sleeve-top-in-pink-polka-dot/209517161-1-pinkspot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209517161.jpg,800,1021,e19463c69e969a99,2025-10-22T13:56:12
asos,209450046,polka_dot,New Look spot long sleeve milkmaid mini dress in red,new-look/new-look-spot-long-sleeve-milkmaid-mini-dress-in-red/prd/209450046#colourWayId-209450054,https://images.asos-media.com/products/new-look-spot-long-sleeve-milkmaid-mini-dress-in-red/209450046-1-69redpattern,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209450046.jpg,800,1021,e194964a9e6b98d9,2025-10-22T13:56:13
asos,209421502,polka_dot,Reclaimed Vintage long sleeve top with ruched side in polka dot,reclaimed-vintage/reclaimed-vintage-long-sleeve-top-with-ruched-side-in-polka-dot/prd/209421502#colourWayId-209421515,https://images.asos-media.com/products/reclaimed-vintage-long-sleeve-top-with-ruched-side-in-polka-dot/209421502-1-white,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209421502.jpg,800,1021,e586369a99c99663,2025-10-22T13:56:14
asos,209420810,polka_dot,Brave Soul long sleeve polka dot mini dress in black,brave-soul/brave-soul-long-sleeve-polka-dot-mini-dress-in-black/prd/209420810#colourWayId-209420811,https://images.asos-media.com/products/brave-soul-long-sleeve-polka-dot-mini-dress-in-black/209420810-1-black,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209420810.jpg,800,1021,b3338cc919cecd32,2025-10-22T13:56:15
asos,209320927,polka_dot,Miss Selfridge puff sleeve mini dress in polka dot,miss-selfridge/miss-selfridge-puff-sleeve-mini-dress-in-polka-dot/prd/209320927#colourWayId-209320933,https://images.asos-media.com/products/miss-selfridge-puff-sleeve-mini-dress-in-polka-dot/209320927-1-polkadot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209320927.jpg,800,1021,e766999a329acc29,2025-10-22T13:56:16
asos,209258351,polka_dot,COLLUSION fitted cardigan in polka dot print,collusion/collusion-fitted-cardigan-in-polka-dot-print/prd/209258351#colourWayId-209258367,https://images.asos-media.com/products/collusion-fitted-cardigan-in-polka-dot-print/209258351-1-polkadot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209258351.jpg,800,1021,e1859e98b17a9752,2025-10-22T13:56:17
asos,209241546,polka_dot,ASOS DESIGN mesh tank top with lettuce hem in black polka dot,asos-design/asos-design-mesh-tank-top-with-lettuce-hem-in-black-polka-dot/prd/209241546#colourWayId-209241555,https://images.asos-media.com/products/asos-design-mesh-tank-top-with-lettuce-hem-in-black-polka-dot/209241546-1-blackpolkadot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209241546.jpg,800,1021,e09ecf9a386131c7,2025-10-22T13:56:18
asos,209301510,polka_dot,COLLUSION raglan shrunken t-shirt in contrast polka dot,collusion/collusion-raglan-shrunken-t-shirt-in-contrast-polka-dot/prd/209301510#colourWayId-209301516,https://images.asos-media.com/products/collusion-raglan-shrunken-t-shirt-in-contrast-polka-dot/209301510-1-polkadot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209301510.jpg,800,1021,f09332cec9accd32,2025-10-22T13:56:19
asos,209100957,polka_dot,ASOS DESIGN pin spot asymmetric neckline cinched top in ivory,asos-design/asos-design-pin-spot-asymmetric-neckline-cinched-top-in-ivory/prd/209100957#colourWayId-209100959,https://images.asos-media.com/products/asos-design-pin-spot-asymmetric-neckline-cinched-top-in-ivory/209100957-1-ivory,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209100957.jpg,800,1021,be8d31c18f3ccc38,2025-10-22T13:56:20
asos,209599749,polka_dot,ASOS DESIGN satin drape one shoulder mini dress in polka dot,asos-design/asos-design-satin-drape-one-shoulder-mini-dress-in-polka-dot/prd/209599749#colourWayId-209599753,https://images.asos-media.com/products/asos-design-satin-drape-one-shoulder-mini-dress-in-polka-dot/209599749-1-polkadot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209599749.jpg,800,1021,b0e6c99bd9393c24,2025-10-22T13:56:21
asos,209234414,polka_dot,Kaiia exclusive structured bandeau contrast skirt sheer hem maxi dress in mono polka dot,kaiia/kaiia-exclusive-structured-bandeau-contrast-skirt-sheer-hem-maxi-dress-in-mono-polka-dot/prd/209234414#colourWayId-209234427,https://images.asos-media.com/products/kaiia-exclusive-structured-bandeau-contrast-skirt-sheer-hem-maxi-dress-in-mono-polka-dot/209234414-1-monopolka,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209234414.jpg,800,1021,e65999219966c6e6,2025-10-22T13:56:22
asos,209591301,polka_dot,ASOS DESIGN polka dot mesh cape top in black,asos-design/asos-design-polka-dot-mesh-cape-top-in-black/prd/209591301#colourWayId-209591303,https://images.asos-media.com/products/asos-design-polka-dot-mesh-cape-top-in-black/209591301-1-black,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209591301.jpg,800,1021,f0c39696c34b6933,2025-10-22T13:56:23
asos,209506993,polka_dot,ASOS DESIGN mesh one off shoulder midi dress with sleeves in contrast polka dot print,asos-design/asos-design-mesh-one-off-shoulder-midi-dress-with-sleeves-in-contrast-polka-dot-print/prd/209506993#colourWayId-209506996,https://images.asos-media.com/products/asos-design-mesh-one-off-shoulder-midi-dress-with-sleeves-in-contrast-polka-dot-print/209506993-1-polkadot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209506993.jpg,800,1021,b35c996d4c664c93,2025-10-22T13:56:24
asos,208926249,polka_dot,ASOS DESIGN cami midi dress with frill detail in mixed polka dot print,asos-design/asos-design-cami-midi-dress-with-frill-detail-in-mixed-polka-dot-print/prd/208926249#colourWayId-208926250,https://images.asos-media.com/products/asos-design-cami-midi-dress-with-frill-detail-in-mixed-polka-dot-print/208926249-1-monospot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_208926249.jpg,800,1021,e6e6999299998ccc,2025-10-22T13:56:25
asos,208541895,polka_dot,ASOS DESIGN halter deep V mini dress in black and white polka dots,asos-design/asos-design-halter-deep-v-mini-dress-in-black-and-white-polka-dots/prd/208541895#colourWayId-208541902,https://images.asos-media.com/products/asos-design-halter-deep-v-mini-dress-in-black-and-white-polka-dots/208541895-1-monopolkadot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_208541895.jpg,800,1021,b3619b98cecd2c8c,2025-10-22T13:56:26
asos,209861123,polka_dot,ASOS DESIGN long sleeve column midi dress in polka dot,asos-design/asos-design-long-sleeve-column-midi-dress-in-polka-dot/prd/209861123#colourWayId-209861146,https://images.asos-media.com/products/asos-design-long-sleeve-column-midi-dress-in-polka-dot/209861123-1-polkadot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209861123.jpg,800,1021,f3e68c9b9811c94d,2025-10-22T13:56:27
asos,209373792,polka_dot,Topshop longsleeve lace trim mini tea dress in mono spot,topshop/topshop-longsleeve-lace-trim-mini-tea-dress-in-mono-spot/prd/209373792#colourWayId-209373807,https://images.asos-media.com/products/topshop-longsleeve-lace-trim-mini-tea-dress-in-mono-spot/209373792-1-monospot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209373792.jpg,800,1021,a7f3498c32259e66,2025-10-22T13:56:29
asos,209755984,polka_dot,ASOS DESIGN mesh top with floaty sleeve in black polka dot,asos-design/asos-design-mesh-top-with-floaty-sleeve-in-black-polka-dot/prd/209755984#colourWayId-209756000,https://images.asos-media.com/products/asos-design-mesh-top-with-floaty-sleeve-in-black-polka-dot/209755984-1-blackpolkadot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209755984.jpg,800,1021,a8f09787d29a03f9,2025-10-22T13:56:30
asos,209723608,polka_dot,Kaiia exclusive one shoulder scarf cowl neck top and double layered fairy hem maxi skirt co-ord in brown and blue polka,kaiia/kaiia-exclusive-one-shoulder-scarf-cowl-neck-top-and-double-layered-fairy-hem-maxi-skirt-co-ord-in-brown-and-blue-polka/grp/209723608,https://images.asos-media.com/products/kaiia-exclusive-one-shoulder-scarf-cowl-neck-top-and-double-layered-fairy-hem-maxi-skirt-co-ord-in-brown-and-blue-polka/209556048-2,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209723608.jpg,800,1021,f65b9865ce32cc60,2025-10-22T13:56:31
asos,209687691,polka_dot,COLLUSION polka dot zip through shrunken knitted hoodie,collusion/collusion-polka-dot-zip-through-shrunken-knitted-hoodie/prd/209687691#colourWayId-209687715,https://images.asos-media.com/products/collusion-polka-dot-zip-through-shrunken-knitted-hoodie/209687691-1-lemon,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209687691.jpg,800,1021,b8c167c9cc99c963,2025-10-22T13:56:32
asos,209625762,polka_dot,ASOS DESIGN chiffon high neck maxi dress in black polka dot,asos-design/asos-design-chiffon-high-neck-maxi-dress-in-black-polka-dot/prd/209625762#colourWayId-209625779,https://images.asos-media.com/products/asos-design-chiffon-high-neck-maxi-dress-in-black-polka-dot/209625762-1-polkadot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209625762.jpg,800,1021,e68c99f399d86464,2025-10-22T13:56:33
asos,209618552,polka_dot,Miss Selfridge poplin fitted shirt in chocolate polka dot,miss-selfridge/miss-selfridge-poplin-fitted-shirt-in-chocolate-polka-dot/prd/209618552#colourWayId-209618556,https://images.asos-media.com/products/miss-selfridge-poplin-fitted-shirt-in-chocolate-polka-dot/209618552-1-chocolatepolkadot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209618552.jpg,800,1021,bfd0d04d0666d963,2025-10-22T13:56:34
asos,209596649,polka_dot,Nobody's Child Olivia lace square neck mini dress in black polka dot,nobodys-child/nobodys-child-olivia-lace-square-neck-mini-dress-in-black-polka-dot/prd/209596649#colourWayId-209596650,https://images.asos-media.com/products/nobodys-child-olivia-lace-square-neck-mini-dress-in-black-polka-dot/209596649-1-blackpolkadot,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209596649.jpg,800,1021,e59cceb4986393a4,2025-10-22T13:56:36
asos,209556048,polka_dot,Kaiia exclusive double layered slinky mesh one shoulder scarf detail cowl neck top co-ord in brown and blue polka dot,kaiia/kaiia-exclusive-double-layered-slinky-mesh-one-shoulder-scarf-detail-cowl-neck-top-co-ord-in-brown-and-blue-polka-dot/grp/209723608#colourWayId-209556051&productId-209556048,https://images.asos-media.com/products/kaiia-exclusive-double-layered-slinky-mesh-one-shoulder-scarf-detail-cowl-neck-top-co-ord-in-brown-and-blue-polka-dot/209556048-1-brownandblue,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops/polka_dot/asos_209556048.jpg,800,1021,bfc0073b600c7f93,2025-10-22T13:56:37
